ItemID,Weight,Size,Fragility,storedIn,DestinationWarehouse
Item_483,8.38,0.83,Low,Bin,Warehouse_A
Item_484,44.14,4.99,Medium,Shelf,Warehouse_B
Item_485,33.48,0.87,Low,Bin,Warehouse_A
Item_486,11.42,0.88,High,Shelf,Warehouse_B
Item_487,1.66,2.76,High,Pallet,Warehouse_A
Item_488,22.24,0.21,Low,Shelf,Warehouse_B
Item_489,18.22,0.8,Low,Pallet,Warehouse_A
Item_490,19.77,2.03,Medium,Shelf,Warehouse_B
Item_491,7.97,3.74,Low,Pallet,Warehouse_A
Item_492,7.46,3.1,Low,Shelf,Warehouse_C
Item_493,15.82,0.36,Medium,Bin,Warehouse_A
Item_494,7.26,4.8,Medium,Shelf,Warehouse_C
Item_495,47.73,2.44,Low,Bin,Warehouse_A
Item_496,26.35,3.58,Medium,Shelf,Warehouse_B
Item_497,2.89,0.36,Low,Pallet,Warehouse_A
Item_498,18.67,3.99,Low,Bin,Warehouse_A
Item_499,32.48,4.82,Low,Bin,Warehouse_A
Item_500,15.88,1.42,Low,Bin,Warehouse_A
Item_501,41.72,2.79,Low,Bin,Warehouse_A
Item_502,44.9,0.54,Medium,Pallet,Warehouse_A
Item_503,21.68,1.82,Low,Shelf,Warehouse_B
Item_504,15.86,0.67,Medium,Shelf,Warehouse_B
Item_505,48.39,0.75,Medium,Bin,Warehouse_A
Item_506,41.84,4.65,High,Pallet,Warehouse_A
Item_507,5.34,0.17,Low,Shelf,Warehouse_C
Item_508,43.17,0.9,Medium,Shelf,Warehouse_B
Item_509,34.33,0.11,Low,Shelf,Warehouse_B
Item_510,20.43,1.08,Low,Pallet,Warehouse_A
Item_511,0.88,3.84,Low,Pallet,Warehouse_A
Item_512,3.63,3.84,Low,Shelf,Warehouse_C
Item_513,0.31,4.17,Low,Bin,Warehouse_C
Item_514,9.47,0.25,Low,Bin,Warehouse_A
Item_515,35.5,2.8,Low,Shelf,Warehouse_B
Item_516,46.14,2.11,Medium,Bin,Warehouse_A
Item_517,13.68,3.79,Low,Bin,Warehouse_A
Item_518,6.41,2.66,Low,Bin,Warehouse_A
Item_519,1.15,4.71,Low,Bin,Warehouse_C
Item_520,27.18,2.91,High,Bin,Warehouse_A
Item_521,33.15,2.14,Medium,Bin,Warehouse_A
Item_522,21.94,2.67,Low,Shelf,Warehouse_B
Item_523,1.46,3.13,Low,Bin,Warehouse_C
Item_524,42.7,0.7,Medium,Bin,Warehouse_A
Item_525,48.58,3.29,Low,Shelf,Warehouse_B
Item_526,34.3,3.21,Medium,Pallet,Warehouse_A
Item_527,47.43,2.14,Low,Shelf,Warehouse_B
Item_528,6.14,4.42,Medium,Bin,Warehouse_A
Item_529,44.32,1.46,Low,Shelf,Warehouse_B
Item_530,34.09,1.25,Low,Bin,Warehouse_A
Item_531,40.44,0.9,Low,Pallet,Warehouse_A
Item_532,13.46,2.29,High,Pallet,Warehouse_A
Item_533,28.35,4.35,Low,Shelf,Warehouse_B
Item_534,5.05,1.9,Low,Bin,Warehouse_A
Item_535,35.49,4.13,Low,Shelf,Warehouse_B
Item_536,46.25,1.31,Medium,Pallet,Warehouse_A
Item_537,35.05,1.59,Low,Bin,Warehouse_A
Item_538,23.73,3.64,Medium,Shelf,Warehouse_B
Item_539,21.63,2.47,High,Pallet,Warehouse_A
Item_540,4.99,0.4,Low,Bin,Warehouse_C
Item_541,9.16,2.53,Low,Shelf,Warehouse_C
Item_542,3.34,4.5,Low,Bin,Warehouse_C
Item_543,18.77,2.43,Low,Shelf,Warehouse_B
Item_544,40.44,1.1,Low,Shelf,Warehouse_B
Item_545,5.65,0.51,Medium,Shelf,Warehouse_C
Item_546,4.16,0.25,Low,Shelf,Warehouse_C
Item_547,16.3,4.09,Low,Shelf,Warehouse_B
Item_548,15.18,0.33,Low,Bin,Warehouse_A
Item_549,23.45,2.13,Low,Shelf,Warehouse_B
Item_550,12.14,2.89,Medium,Pallet,Warehouse_A
Item_551,9.72,1.65,Medium,Bin,Warehouse_A
Item_552,17.21,3.69,Low,Shelf,Warehouse_B
Item_553,49.46,1.46,Low,Bin,Warehouse_A
Item_554,12.97,0.84,High,Bin,Warehouse_A
Item_555,18.15,2.15,Low,Shelf,Warehouse_B
Item_556,32.2,4.8,Low,Pallet,Warehouse_A
Item_557,0.81,1.07,Low,Shelf,Warehouse_C
Item_558,0.62,1.06,Low,Pallet,Warehouse_A
Item_559,9.78,4.08,Low,Bin,Warehouse_A
Item_560,44.89,3.25,Medium,Pallet,Warehouse_A
Item_561,4.99,2.99,Medium,Pallet,Warehouse_A
Item_562,2.42,2.37,Low,Pallet,Warehouse_A
Item_563,5.9,2.16,Medium,Pallet,Warehouse_A
Item_564,4.05,0.68,Medium,Bin,Warehouse_C
Item_565,4.48,2.44,High,Pallet,Warehouse_A
Item_566,2.44,3.23,Low,Bin,Warehouse_C
Item_567,44.26,3.62,Low,Bin,Warehouse_A
Item_568,16.92,1.82,Medium,Shelf,Warehouse_B
Item_569,19.7,2.73,Low,Bin,Warehouse_A
Item_570,24.08,1.94,High,Bin,Warehouse_A
Item_571,41.7,3.2,Low,Pallet,Warehouse_A
Item_572,19.45,2.74,Medium,Shelf,Warehouse_B
Item_573,12.55,1.99,Low,Pallet,Warehouse_A
Item_574,31.16,4.69,Medium,Pallet,Warehouse_A
Item_575,27.92,0.88,Low,Pallet,Warehouse_A
Item_576,11.26,3.01,Medium,Bin,Warehouse_A
Item_577,28.4,1.57,Low,Pallet,Warehouse_A
Item_578,27.37,2.78,Medium,Shelf,Warehouse_B
Item_579,48.78,4.97,Medium,Pallet,Warehouse_A
Item_580,5.98,1.57,High,Shelf,Warehouse_C
Item_581,3.91,2.38,Low,Pallet,Warehouse_A
Item_582,5.33,0.4,Low,Shelf,Warehouse_C
Item_583,36.43,1.3,Low,Bin,Warehouse_A
Item_584,0.56,2.18,Medium,Pallet,Warehouse_A
Item_585,7.53,4.41,Medium,Shelf,Warehouse_C
Item_586,2.31,4.92,Medium,Bin,Warehouse_C
Item_587,31.64,3.01,Medium,Pallet,Warehouse_A
Item_588,46.94,3.86,Medium,Bin,Warehouse_A
Item_589,41.38,1.53,Low,Pallet,Warehouse_A
Item_590,38.04,1.36,High,Pallet,Warehouse_A
Item_591,44.69,0.28,Medium,Shelf,Warehouse_B
Item_592,2.59,4.73,Medium,Shelf,Warehouse_C
Item_593,13.33,0.96,Low,Shelf,Warehouse_B
Item_594,18.93,1.37,Low,Bin,Warehouse_A
Item_595,26.84,3.21,Low,Pallet,Warehouse_A
Item_596,1.88,2.66,Medium,Shelf,Warehouse_C
Item_597,23.93,2.78,Medium,Pallet,Warehouse_A
Item_598,4.55,0.82,Low,Pallet,Warehouse_A
Item_599,1.47,2.81,Low,Bin,Warehouse_C
Item_600,37.05,0.53,Medium,Shelf,Warehouse_B
Item_601,19.4,1.51,Low,Pallet,Warehouse_A
Item_602,23.35,4.27,Low,Shelf,Warehouse_B
Item_603,4.02,4.2,High,Pallet,Warehouse_A
Item_604,6.32,1.42,Low,Pallet,Warehouse_A
Item_605,28.23,0.21,Medium,Bin,Warehouse_A
Item_606,33.03,3.89,Low,Shelf,Warehouse_B
Item_607,43.85,4.85,Medium,Shelf,Warehouse_B
Item_608,26.36,2.59,Low,Shelf,Warehouse_B
Item_609,32.53,1.98,Low,Shelf,Warehouse_B
Item_610,2.98,3.23,Medium,Bin,Warehouse_C
Item_611,5.75,4.77,Low,Pallet,Warehouse_A
Item_612,37.51,0.45,Medium,Pallet,Warehouse_A
Item_613,20.82,3.34,Low,Bin,Warehouse_A
Item_614,3.97,3.75,Medium,Shelf,Warehouse_C
Item_615,16.93,3.39,High,Bin,Warehouse_A
Item_616,18.87,4.32,Low,Shelf,Warehouse_B
Item_617,41.33,2.87,High,Pallet,Warehouse_A
Item_618,4.15,1.91,Low,Bin,Warehouse_C
Item_619,5.29,0.13,Medium,Shelf,Warehouse_C
Item_620,19.89,0.45,Low,Pallet,Warehouse_A
Item_621,3.89,1.45,Medium,Shelf,Warehouse_C
Item_622,14.44,3.94,Medium,Shelf,Warehouse_B
Item_623,2.72,2.33,Low,Pallet,Warehouse_A
Item_624,15.59,2.11,Low,Pallet,Warehouse_A
Item_625,44.19,4.69,Low,Pallet,Warehouse_A
Item_626,6.59,2.53,Low,Pallet,Warehouse_A
Item_627,1.99,1.02,Low,Bin,Warehouse_C
Item_628,3.05,3.56,Low,Pallet,Warehouse_A
Item_629,29.18,1.64,Medium,Shelf,Warehouse_B
Item_630,35.3,4.48,Low,Pallet,Warehouse_A
Item_631,2.91,1.21,Medium,Bin,Warehouse_C
Item_632,12.92,4.37,Low,Bin,Warehouse_A
Item_633,1.92,2.32,Low,Shelf,Warehouse_C
Item_634,21.41,2.78,Medium,Bin,Warehouse_A
Item_635,20.6,2.96,Low,Shelf,Warehouse_B
Item_636,37.39,0.3,Medium,Bin,Warehouse_A
Item_637,8.51,3.53,Medium,Bin,Warehouse_A
Item_638,17.21,4.23,Low,Pallet,Warehouse_A
Item_639,48.92,2.58,Low,Shelf,Warehouse_B
Item_640,34.54,4.26,Low,Shelf,Warehouse_B
Item_641,7.07,1.28,Low,Bin,Warehouse_A
Item_642,24.53,2.44,Low,Shelf,Warehouse_B
Item_643,33.09,1.78,Low,Pallet,Warehouse_A
Item_644,36.22,4.75,High,Shelf,Warehouse_B
Item_645,42.84,3.25,Medium,Bin,Warehouse_A
Item_646,3.26,3.65,Low,Bin,Warehouse_C
Item_647,7.69,3.16,Medium,Pallet,Warehouse_A
Item_648,25.4,0.44,Low,Pallet,Warehouse_A
Item_649,0.17,2.76,Low,Pallet,Warehouse_A
Item_650,45.4,2.32,Low,Pallet,Warehouse_A
Item_651,14.43,1.09,Medium,Shelf,Warehouse_B
Item_652,49.27,1.53,Low,Bin,Warehouse_A
Item_653,3.66,1.4,Low,Pallet,Warehouse_A
Item_654,4.94,4.04,Medium,Bin,Warehouse_C
Item_655,29.6,2.34,Low,Bin,Warehouse_A
Item_656,31.71,2.13,Low,Bin,Warehouse_A
Item_657,45.01,4.1,Low,Bin,Warehouse_A
Item_658,22.1,4.85,Low,Bin,Warehouse_A
Item_659,25.32,0.65,Low,Shelf,Warehouse_B
Item_660,32.55,2.92,High,Pallet,Warehouse_A
Item_661,7.48,4.39,High,Shelf,Warehouse_C
Item_662,8.57,2.78,Low,Pallet,Warehouse_A
Item_663,17.09,4.07,Low,Pallet,Warehouse_A
Item_664,6.95,1.88,Medium,Pallet,Warehouse_A
Item_665,7.26,2.94,High,Shelf,Warehouse_C
Item_666,28.82,3.31,Medium,Bin,Warehouse_A
Item_667,49.44,0.27,Medium,Bin,Warehouse_A
Item_668,1.97,0.35,Low,Bin,Warehouse_C
Item_669,9.79,1.98,High,Pallet,Warehouse_A
Item_670,39.46,2.36,Low,Shelf,Warehouse_B
Item_671,14.81,1.14,Low,Shelf,Warehouse_B
Item_672,21.38,4.76,Low,Bin,Warehouse_A
Item_673,17.44,0.4,Low,Shelf,Warehouse_B
Item_674,5.13,0.27,Medium,Shelf,Warehouse_C
Item_675,40.41,1.02,Low,Pallet,Warehouse_A
Item_676,39.91,3.77,Medium,Bin,Warehouse_A
Item_677,9.25,1.71,Medium,Shelf,Warehouse_C
Item_678,1.49,0.38,Medium,Shelf,Warehouse_C
Item_679,21.76,4.1,High,Pallet,Warehouse_A
Item_680,5.04,4.48,Medium,Shelf,Warehouse_C
Item_681,15.21,4.64,Medium,Pallet,Warehouse_A
Item_682,11.1,4.09,Medium,Bin,Warehouse_A
Item_683,3.88,2.91,Medium,Pallet,Warehouse_A
Item_684,18.9,0.62,Low,Shelf,Warehouse_B
Item_685,21.51,2.87,Low,Bin,Warehouse_A
Item_686,42.67,1.89,Low,Bin,Warehouse_A
Item_687,35.63,4.28,Low,Bin,Warehouse_A
Item_688,49.9,1.43,Low,Pallet,Warehouse_A
Item_689,1.3,0.11,Medium,Bin,Warehouse_C
Item_690,6.88,2.22,Low,Pallet,Warehouse_A
Item_691,7.11,1.04,Low,Pallet,Warehouse_A
Item_692,7.53,3.22,Low,Shelf,Warehouse_C
Item_693,34.41,3.32,Low,Pallet,Warehouse_A
Item_694,25.48,2.58,Low,Shelf,Warehouse_B
Item_695,19.18,2.06,Low,Pallet,Warehouse_A
Item_696,19.68,0.15,Low,Pallet,Warehouse_A
Item_697,44.96,1.94,Low,Bin,Warehouse_A
Item_698,40.88,4.66,Low,Bin,Warehouse_A
Item_699,16.41,4.7,Low,Bin,Warehouse_A
Item_700,45.39,4.05,Medium,Pallet,Warehouse_A
Item_701,32.12,2.78,High,Shelf,Warehouse_B
Item_702,17.75,3.71,High,Pallet,Warehouse_A
Item_703,4.88,2.75,Low,Shelf,Warehouse_C
Item_704,11.01,4.0,Medium,Pallet,Warehouse_A
Item_705,35.32,2.66,Low,Shelf,Warehouse_B
Item_706,6.08,1.17,Low,Bin,Warehouse_A
Item_707,48.18,0.41,Low,Bin,Warehouse_A
Item_708,21.24,1.84,Low,Pallet,Warehouse_A
Item_709,21.6,0.27,Medium,Bin,Warehouse_A
Item_710,39.21,3.12,High,Bin,Warehouse_A
Item_711,20.11,4.95,Low,Pallet,Warehouse_A
Item_712,17.14,4.96,Low,Bin,Warehouse_A
Item_713,1.37,1.67,Medium,Shelf,Warehouse_C
Item_714,24.51,0.27,Low,Bin,Warehouse_A
Item_715,27.21,1.73,High,Pallet,Warehouse_A
Item_716,49.53,1.93,Low,Shelf,Warehouse_B
Item_717,16.3,1.53,Low,Shelf,Warehouse_B
Item_718,28.12,2.68,Low,Shelf,Warehouse_B
Item_719,30.93,0.4,Low,Pallet,Warehouse_A
Item_720,32.19,4.71,Low,Bin,Warehouse_A
Item_721,46.35,3.07,Low,Shelf,Warehouse_B
Item_722,6.86,4.0,High,Bin,Warehouse_A
Item_723,7.85,1.96,Low,Bin,Warehouse_A
Item_724,32.32,4.32,Low,Shelf,Warehouse_B
Item_725,3.18,4.92,Low,Shelf,Warehouse_C
Item_726,1.7,2.62,High,Pallet,Warehouse_A
Item_727,21.43,1.95,Low,Shelf,Warehouse_B
Item_728,20.64,1.51,Low,Pallet,Warehouse_A
Item_729,40.08,4.09,High,Shelf,Warehouse_B
Item_730,15.26,0.15,Medium,Pallet,Warehouse_A
Item_731,43.16,1.53,Medium,Shelf,Warehouse_B
Item_732,21.32,1.14,Low,Bin,Warehouse_A
Item_733,20.58,1.72,Low,Bin,Warehouse_A
Item_734,29.57,3.63,Low,Bin,Warehouse_A
Item_735,42.14,4.24,Low,Bin,Warehouse_A
Item_736,34.97,1.23,High,Pallet,Warehouse_A
Item_737,7.22,0.39,Low,Shelf,Warehouse_C
Item_738,8.06,0.12,Low,Bin,Warehouse_A
Item_739,15.12,3.89,High,Pallet,Warehouse_A
Item_740,16.08,0.19,Low,Bin,Warehouse_A
Item_741,6.12,1.22,Low,Pallet,Warehouse_A
Item_742,31.78,0.27,Low,Bin,Warehouse_A
Item_743,22.32,2.0,Low,Pallet,Warehouse_A
Item_744,10.55,4.49,Low,Shelf,Warehouse_B
Item_745,5.9,2.43,Low,Bin,Warehouse_A
Item_746,16.15,2.21,Low,Shelf,Warehouse_B
Item_747,28.35,3.54,Medium,Shelf,Warehouse_B
Item_748,8.77,3.83,High,Bin,Warehouse_A
Item_749,42.29,0.99,Medium,Bin,Warehouse_A
Item_750,17.39,2.25,Low,Bin,Warehouse_A
Item_751,1.9,3.76,Low,Pallet,Warehouse_A
Item_752,13.97,1.7,Medium,Bin,Warehouse_A
Item_753,41.2,1.02,Medium,Bin,Warehouse_A
Item_754,43.67,1.7,Low,Pallet,Warehouse_A
Item_755,47.98,0.12,High,Pallet,Warehouse_A
Item_756,48.22,0.92,Low,Pallet,Warehouse_A
Item_757,46.99,1.5,Low,Bin,Warehouse_A
Item_758,31.48,4.35,Low,Bin,Warehouse_A
Item_759,23.89,4.56,Low,Bin,Warehouse_A
Item_760,47.52,4.8,Low,Bin,Warehouse_A
Item_761,8.44,3.15,Low,Bin,Warehouse_A
Item_762,41.85,1.76,Low,Pallet,Warehouse_A
Item_763,25.47,3.74,Low,Pallet,Warehouse_A
Item_764,49.52,1.15,Low,Shelf,Warehouse_B
Item_765,14.28,3.06,Medium,Pallet,Warehouse_A
Item_766,6.21,4.35,Medium,Bin,Warehouse_A
Item_767,19.51,4.2,Low,Pallet,Warehouse_A
Item_768,10.21,2.2,Low,Bin,Warehouse_A
Item_769,30.95,3.82,Low,Bin,Warehouse_A
Item_770,8.73,4.17,Low,Shelf,Warehouse_C
Item_771,33.55,3.59,High,Bin,Warehouse_A
Item_772,28.37,4.86,High,Shelf,Warehouse_B
Item_773,4.44,1.4,Low,Pallet,Warehouse_A
Item_774,4.14,3.91,Low,Bin,Warehouse_C
Item_775,13.87,0.95,Low,Pallet,Warehouse_A
Item_776,42.43,3.57,Low,Pallet,Warehouse_A
Item_777,9.1,0.25,Low,Bin,Warehouse_A
Item_778,22.81,3.96,Medium,Pallet,Warehouse_A
Item_779,11.56,4.12,Medium,Shelf,Warehouse_B
Item_780,23.16,2.06,Medium,Shelf,Warehouse_B
Item_781,41.96,4.19,Low,Bin,Warehouse_A
Item_782,7.37,4.02,High,Pallet,Warehouse_A
Item_783,2.53,0.47,Low,Bin,Warehouse_C
Item_784,40.71,2.56,Low,Shelf,Warehouse_B
Item_785,41.89,1.81,Low,Pallet,Warehouse_A
Item_786,9.05,1.29,Low,Bin,Warehouse_A
Item_787,30.24,2.27,Low,Shelf,Warehouse_B
Item_788,27.23,3.06,Medium,Shelf,Warehouse_B
Item_789,8.59,2.59,Medium,Shelf,Warehouse_C
Item_790,38.07,4.89,High,Shelf,Warehouse_B
Item_791,21.76,3.65,Medium,Shelf,Warehouse_B
Item_792,8.9,4.16,Low,Pallet,Warehouse_A
Item_793,37.69,1.48,Low,Bin,Warehouse_A
Item_794,33.62,0.54,Medium,Shelf,Warehouse_B
Item_795,3.65,4.05,Low,Shelf,Warehouse_C
Item_796,49.42,0.71,Low,Bin,Warehouse_A
Item_797,6.8,4.75,High,Shelf,Warehouse_C
Item_798,4.64,1.24,Low,Bin,Warehouse_C
Item_799,3.36,2.45,Medium,Shelf,Warehouse_C
Item_800,14.89,0.41,Low,Shelf,Warehouse_B
Item_801,5.02,4.24,Low,Bin,Warehouse_A
Item_802,8.63,1.79,Low,Shelf,Warehouse_C
Item_803,7.6,0.18,Low,Bin,Warehouse_A
Item_804,33.6,3.9,Medium,Bin,Warehouse_A
Item_805,4.63,4.59,Low,Pallet,Warehouse_A
Item_806,9.05,0.31,Medium,Bin,Warehouse_A
Item_807,16.9,0.45,Low,Bin,Warehouse_A
Item_808,40.14,1.98,Low,Pallet,Warehouse_A
Item_809,26.99,1.01,Low,Pallet,Warehouse_A
Item_810,2.6,2.36,Low,Pallet,Warehouse_A
Item_811,21.38,4.21,Low,Shelf,Warehouse_B
Item_812,4.41,1.59,Low,Pallet,Warehouse_A
Item_813,4.16,3.16,Low,Shelf,Warehouse_C
Item_814,43.49,0.22,Low,Pallet,Warehouse_A
Item_815,37.08,3.08,Low,Pallet,Warehouse_A
Item_816,31.42,2.89,Low,Bin,Warehouse_A
Item_817,39.07,4.03,Medium,Shelf,Warehouse_B
Item_818,39.97,4.07,Medium,Bin,Warehouse_A
Item_819,7.93,3.24,Low,Pallet,Warehouse_A
Item_820,9.26,1.93,Low,Bin,Warehouse_A
Item_821,35.78,0.89,Low,Bin,Warehouse_A
Item_822,48.55,2.72,Low,Bin,Warehouse_A
Item_823,27.96,1.63,Medium,Shelf,Warehouse_B
Item_824,21.02,3.56,High,Shelf,Warehouse_B
Item_825,44.22,3.65,Medium,Bin,Warehouse_A
Item_826,43.83,4.22,Low,Shelf,Warehouse_B
Item_827,4.92,4.37,Low,Shelf,Warehouse_C
Item_828,14.49,4.85,Low,Pallet,Warehouse_A
Item_829,28.92,1.33,Low,Shelf,Warehouse_B
Item_830,40.37,2.51,Low,Bin,Warehouse_A
Item_831,39.78,4.58,Low,Pallet,Warehouse_A
Item_832,9.08,1.88,Low,Bin,Warehouse_A
Item_833,3.03,0.58,Low,Shelf,Warehouse_C
Item_834,31.82,3.6,Low,Shelf,Warehouse_B
Item_835,11.64,1.13,Low,Shelf,Warehouse_B
Item_836,0.75,3.58,Medium,Pallet,Warehouse_A
Item_837,2.09,0.11,Low,Bin,Warehouse_C
Item_838,5.0,0.92,Low,Bin,Warehouse_A
Item_839,47.98,0.8,Low,Bin,Warehouse_A
Item_840,15.51,0.23,Low,Bin,Warehouse_A
Item_841,41.83,2.46,Medium,Shelf,Warehouse_B
Item_842,21.82,3.0,Medium,Bin,Warehouse_A
Item_843,9.24,1.95,Low,Bin,Warehouse_A
Item_844,43.5,1.63,Low,Bin,Warehouse_A
Item_845,30.74,1.08,Low,Pallet,Warehouse_A
Item_846,20.03,2.74,Medium,Shelf,Warehouse_B
Item_847,34.73,4.55,Low,Shelf,Warehouse_B
Item_848,13.74,1.07,Low,Shelf,Warehouse_B
Item_849,9.15,4.64,High,Shelf,Warehouse_C
Item_850,9.72,0.82,Medium,Pallet,Warehouse_A
Item_851,45.91,2.89,Medium,Pallet,Warehouse_A
Item_852,30.98,2.15,Low,Pallet,Warehouse_A
Item_853,33.13,1.23,Low,Pallet,Warehouse_A
Item_854,33.62,4.49,Low,Bin,Warehouse_A
Item_855,45.04,1.34,Low,Bin,Warehouse_A
Item_856,2.9,3.83,Medium,Bin,Warehouse_C
Item_857,21.91,2.44,Medium,Bin,Warehouse_A
Item_858,36.1,0.69,High,Pallet,Warehouse_A
Item_859,8.93,1.5,Medium,Shelf,Warehouse_C
Item_860,0.19,2.59,Low,Shelf,Warehouse_C
Item_861,8.89,2.12,Medium,Shelf,Warehouse_C
Item_862,24.48,2.1,Medium,Shelf,Warehouse_B
Item_863,21.12,3.66,Low,Shelf,Warehouse_B
Item_864,20.92,1.56,Low,Shelf,Warehouse_B
Item_865,47.0,1.86,Medium,Bin,Warehouse_A
Item_866,22.88,2.06,High,Bin,Warehouse_A
Item_867,5.43,1.28,Medium,Pallet,Warehouse_A
Item_868,40.89,0.98,Low,Shelf,Warehouse_B
Item_869,15.01,1.57,High,Pallet,Warehouse_A
Item_870,47.33,2.07,Low,Pallet,Warehouse_A
Item_871,49.09,1.86,Low,Shelf,Warehouse_B
Item_872,48.77,1.27,Medium,Shelf,Warehouse_B
Item_873,3.8,0.31,Low,Pallet,Warehouse_A
Item_874,1.85,0.91,Medium,Bin,Warehouse_C
Item_875,12.64,4.47,High,Pallet,Warehouse_A
Item_876,3.98,4.07,Low,Bin,Warehouse_C
Item_877,34.64,0.29,Medium,Shelf,Warehouse_B
Item_878,34.61,3.51,Low,Pallet,Warehouse_A
Item_879,14.97,2.66,Medium,Shelf,Warehouse_B
Item_880,16.06,4.74,Low,Pallet,Warehouse_A
Item_881,31.49,4.15,Medium,Pallet,Warehouse_A
Item_882,18.59,0.85,Low,Pallet,Warehouse_A
Item_883,1.47,2.78,Low,Bin,Warehouse_C
Item_884,32.75,3.26,High,Bin,Warehouse_A
Item_885,43.03,4.7,Low,Pallet,Warehouse_A
Item_886,9.1,4.56,Medium,Pallet,Warehouse_A
Item_887,22.78,2.45,Medium,Shelf,Warehouse_B
Item_888,1.35,2.57,Low,Pallet,Warehouse_A
Item_889,5.91,2.66,Medium,Pallet,Warehouse_A
Item_890,25.75,4.17,Low,Pallet,Warehouse_A
Item_891,3.62,0.26,Low,Bin,Warehouse_C
Item_892,20.07,3.2,Low,Shelf,Warehouse_B
Item_893,40.11,4.32,Medium,Pallet,Warehouse_A
Item_894,2.93,3.45,Low,Bin,Warehouse_C
Item_895,33.18,0.73,Low,Bin,Warehouse_A
Item_896,9.9,0.8,High,Pallet,Warehouse_A
Item_897,0.28,4.86,Low,Pallet,Warehouse_A
Item_898,48.83,2.1,Low,Pallet,Warehouse_A
Item_899,35.26,4.49,Medium,Bin,Warehouse_A
Item_900,27.93,0.66,Low,Bin,Warehouse_A
Item_901,35.12,2.08,Low,Pallet,Warehouse_A
Item_902,18.41,0.73,Low,Pallet,Warehouse_A
Item_903,8.55,0.33,Medium,Pallet,Warehouse_A
Item_904,19.48,1.41,Low,Shelf,Warehouse_B
Item_905,33.48,4.19,Low,Shelf,Warehouse_B
Item_906,19.61,1.98,Low,Shelf,Warehouse_B
Item_907,29.51,4.27,Low,Shelf,Warehouse_B
Item_908,49.25,2.33,Low,Pallet,Warehouse_A
Item_909,41.82,2.86,Low,Shelf,Warehouse_B
Item_910,31.3,1.84,Medium,Bin,Warehouse_A
Item_911,17.23,1.17,Low,Bin,Warehouse_A
Item_912,36.74,3.52,High,Bin,Warehouse_A
Item_913,8.93,0.26,Low,Bin,Warehouse_A
Item_914,25.1,3.54,Medium,Bin,Warehouse_A
Item_915,4.2,2.98,Medium,Bin,Warehouse_C
Item_916,19.98,4.41,Medium,Bin,Warehouse_A
Item_917,39.36,4.78,Low,Bin,Warehouse_A
Item_918,5.29,0.99,Low,Bin,Warehouse_A
Item_919,4.3,4.98,Low,Bin,Warehouse_C
Item_920,15.11,2.4,Medium,Bin,Warehouse_A
Item_921,4.05,2.6,Medium,Shelf,Warehouse_C
Item_922,18.88,2.4,High,Shelf,Warehouse_B
Item_923,20.11,1.07,Medium,Bin,Warehouse_A
Item_924,41.57,4.07,Medium,Bin,Warehouse_A
Item_925,26.19,4.52,High,Pallet,Warehouse_A
Item_926,7.2,2.3,Low,Bin,Warehouse_A
Item_927,23.15,3.7,Medium,Shelf,Warehouse_B
Item_928,15.53,4.91,Medium,Bin,Warehouse_A
Item_929,24.16,4.31,Low,Shelf,Warehouse_B
Item_930,43.64,4.9,Medium,Pallet,Warehouse_A
Item_931,10.52,4.44,Low,Pallet,Warehouse_A
Item_932,18.43,2.78,Medium,Bin,Warehouse_A
Item_933,33.46,3.51,Low,Pallet,Warehouse_A
Item_934,44.97,4.24,Low,Pallet,Warehouse_A
Item_935,1.08,1.56,Medium,Shelf,Warehouse_C
Item_936,18.41,1.44,Medium,Bin,Warehouse_A
Item_937,27.91,1.86,Low,Pallet,Warehouse_A
Item_938,8.82,4.66,Low,Pallet,Warehouse_A
Item_939,1.13,0.99,Low,Pallet,Warehouse_A
Item_940,35.05,2.01,Low,Bin,Warehouse_A
Item_941,21.98,1.64,Low,Shelf,Warehouse_B
Item_942,17.3,2.79,Medium,Shelf,Warehouse_B
Item_943,23.14,2.44,Low,Shelf,Warehouse_B
Item_944,42.63,1.64,Low,Bin,Warehouse_A
Item_945,8.01,3.35,Medium,Bin,Warehouse_A
Item_946,38.43,3.23,Low,Bin,Warehouse_A
Item_947,48.06,3.32,Medium,Shelf,Warehouse_B
Item_948,37.31,0.8,Low,Shelf,Warehouse_B
Item_949,29.18,0.9,Low,Pallet,Warehouse_A
Item_950,18.93,1.71,Low,Shelf,Warehouse_B
Item_951,1.26,0.36,Medium,Bin,Warehouse_C
Item_952,21.46,2.03,Low,Pallet,Warehouse_A
Item_953,8.54,3.67,Low,Shelf,Warehouse_C
Item_954,48.36,4.22,Medium,Shelf,Warehouse_B
Item_955,33.99,2.43,Medium,Shelf,Warehouse_B
Item_956,15.62,0.62,High,Bin,Warehouse_A
Item_957,23.2,3.72,Low,Bin,Warehouse_A
Item_958,49.89,3.02,High,Bin,Warehouse_A
Item_959,21.47,4.91,Medium,Bin,Warehouse_A
Item_960,1.29,4.67,Low,Pallet,Warehouse_A
Item_961,48.3,3.79,High,Bin,Warehouse_A
Item_962,7.35,1.44,High,Bin,Warehouse_A
Item_963,23.11,4.84,Medium,Pallet,Warehouse_A
Item_964,2.45,3.12,Low,Shelf,Warehouse_C
Item_965,39.48,3.08,Low,Bin,Warehouse_A
Item_966,29.22,3.35,Low,Pallet,Warehouse_A
